x_pos,y_pos
0.25939115169467936,-0.013944918839625302
0.25756924048195323,-0.02778370842670881
0.2545481322062509,-0.04141104721640329
0.25035081932574543,-0.05472322293210698
0.24500924592586398,-0.06761892187851191
0.23856406460551022,-0.08
0.23106432708623867,-0.0917722298161674
0.2225671108990365,-0.10284601754984629
0.2131370849898476,-0.1131370849898476
0.20284601754984635,-0.12256711089903649
0.1917722298161674,-0.13106432708623866
0.18,-0.1385640646055101
0.16761892187851185,-0.14500924592586398
0.15472322293210708,-0.15035081932574532
0.1414110472164033,-0.1545481322062509
0.1277837084267088,-0.15756924048195323
0.1139449188396253,-0.15939115169467938
0.1,-0.16
0.0912844257252342,-0.15961946980917457
0.08263518223330697,-0.15848077530122076
0.07411809548974793,-0.15659258262890682
0.06579798566743318,-0.15396926207859088
0.057738173825930064,-0.15063077870366498
0.05,-0.14660254037844392
0.04264235636489536,-0.14191520442889918
0.035721239031346046,-0.13660444431189786
0.029289321881345243,-0.13071067811865475
0.02339555568810215,-0.12427876096865395
0.018084795571100813,-0.11735764363510452
0.013397459621556095,-0.11
0.009369221296335013,-0.10226182617406994
0.006030737921409127,-0.09420201433256688
0.0034074173710931747,-0.08588190451025213
0.001519224698779226,-0.07736481776669302
0.00038053019082542503,-0.0687155742747658
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
0.0,-0.06
-0.0010919510949071308,-0.06343294384093871
-0.00410419228629155,-0.07204472937120682
-0.00783340262131128,-0.08047668625052962
-0.01226573847062548,-0.08866740062853444
-0.015979521928050532,-0.09679862841220654
-0.01469460674200036,-0.1056134504038252
-0.013148131240517728,-0.11430729346307385
-0.011290576201713521,-0.12286428792421838
-0.008467433838994112,-0.13130474207432632
-0.004426860460818943,-0.13956046876537617
0.0007476903814834941,-0.14752138396963335
0.007238180690965578,-0.15506752645510846
0.015262305380536077,-0.16203174738137976
0.02417157362931232,-0.16830990418594718
0.033612222178657135,-0.17387803548790634
0.04353846546727652,-0.1786869209106344
0.05393929417112656,-0.18267166227162046
0.06462731756185451,-0.18584589460383985
0.07516731835217172,-0.1884115807420785
0.08520412903090528,-0.1906256948246206
0.09454892746476252,-0.19267600191083556
0.10012550437165317,-0.19623352117611295
0.09350412010730452,-0.2053925111408363
0.08527862548828125,-0.21131591796875
0.0884564241925774,-0.20467181456000105
0.09137459338238603,-0.19764661301043668
0.0942986070249774,-0.19012114082070047
0.0980619587982111,-0.1816318732120826
0.10259169491736202,-0.17206916837939298
0.10746477051675424,-0.16150315146018465
0.11218616158058649,-0.15010401237082202
0.11643322067112546,-0.1380026171203906
0.12022188001863697,-0.12508335739005644
0.12298658339165888,-0.11179301248426082
0.1243743896484375,-0.10162963867187488
0.12417816162109363,-0.09162963867187494
0.12264862060546863,-0.081629638671875
0.119942626953125,-0.071629638671875
0.11604585918078987,-0.062119524742262795
0.11114255280069153,-0.053646242256783466
0.10584156718624423,-0.0451700962983017
0.10003146672288278,-0.03694864615080036
0.09383493021003142,-0.02864134425524742
0.08727081975113334,-0.01988962349735823
0.08011280830316742,-0.010916710579932896
0.07213005506665013,-0.002018776414385002
0.06312105208624519,0.006350931821043503
0.05864213341422442,0.012692524911470856
0.05731275595603677,0.017755224716228667
0.055547193818635494,0.022682796539998152
0.05335888399596161,0.027437738585851263
0.05076448084710353,0.03198386287370647
0.04778372934656738,0.036286570652708405
0.04443931481309903,0.04031311571861278
0.04075669026071137,0.04403285363217373
0.036763882685877096,0.04741747494182988
0.03249127976516411,0.0504412206357245
0.027971398586666963,0.05308107818333957
0.023238638175333108,0.05531695667474804
0.018329017695611582,0.05713183972457
0.013279902323862985,0.05851191497694009
0.008129718876805555,0.0594466792258753
0.005015240011628862,0.05979002732584894
0.010207199749729284,0.05912540125249995
0.015321476534458724,0.058010795174726126
0.02031914763140037,0.05645469191779682
0.025162177745830263,0.054468934367098085
0.02981370849427617,0.05206863533662397
0.03423833891907111,0.049272062551336544
0.038402394911017726,0.04610049961874858
0.04227418548969149,0.04257808404781923
0.04655778295453786,0.03904747410261268
0.05510795150913032,0.036431477589431896
0.06394780901870559,0.03238273441109146
0.07127105712890625,0.030766601562500058
0.0779766845703125,0.031198120117187558
0.0846038818359375,0.03210021972656256
0.09130950927734363,0.033394470214843805
0.09801513671875,0.03500244140625006
0.10464233398437489,0.03692413330078125
0.11126953124999989,0.039237976074218806
0.11766143798828126,0.042179260253906364
0.12287689208984375,0.04590484619140625
0.12636688232421864,0.05072845458984375
0.12789611816406238,0.05696380615234381
0.12715087890624988,0.06437561035156256
0.1248370361328125,0.07312072753906255
0.12205261230468739,0.08210113525390625
0.11856231689453126,0.09131683349609386
0.11475830078124989,0.100767822265625
0.110718994140625,0.11029724121093756
0.10660125732421864,0.11982666015625
0.1024835205078125,0.12935607910156255
0.09836578369140625,0.138885498046875
0.09432647705078125,0.14841491699218756
0.09122833251953114,0.1577874755859375
0.08952279472507496,0.1665096917022551
0.0911216543124499,0.1730692695098828
0.09526702880859375,0.17782684326171885
0.10095306396484376,0.18084655761718757
0.10789398193359374,0.18253295898437505
0.11624664306640625,0.1832781982421876
0.125618896484375,0.1830038452148438
0.13529357118005692,0.18219311734942945
0.14414779517174883,0.181245755648829
0.15121142721709385,0.18105422799807577
0.15655499583485163,0.18172247116120394
0.1598024671947427,0.18366018457763222
0.16010430636405362,0.18757431455633944
0.1530763841336883,0.19678947218831466
0.14359773611112087,0.20656113359941894
0.153762850539155,0.2013800169392387
0.17330409149109038,0.18780146404218856
0.2023512520184073,0.15959154828565295
0.21999133152998285,0.1351366981604765
0.22484764485221537,0.12426732421545296
0.23020677861313504,0.11127691904078688
0.22906938847641628,0.11092413583766188
0.2278535681639163,0.11064978281031819
0.2266377478514162,0.11061072031031813
0.2254219275389163,0.11088537851344313
0.2242061072264163,0.11155218759547438
0.22306871708969742,0.11245428720484937
0.22279405888657242,0.11312109628688063
0.22291155156235368,0.11363104501734939
0.22397020634750994,0.11367041269313058
0.22683275517563503,0.11261175790797438
0.22399110899052516,0.12243249415898395
0.21841814838237975,0.13510886278253428
0.22659681214398472,0.12322153093296918
0.24086186578902913,0.09546108919181585
0.24881129823503614,0.07468501405117854
0.2543747802390062,0.05379099532781811
0.25587495586645786,0.04613032582085435
0.2571069568099224,0.0386783241614832
0.25809177687046825,0.03144256210687115
0.25887802817509475,0.024128127324243905
0.25945493572925726,0.016826655215074083
0.2598245841879494,0.009549107369762623
0.25998920839846257,0.0023688639346269155
0.25995716576331235,-0.004719318627279449
0.25973248476620164,-0.011791367909401572
0.25931065602766384,-0.018920456403126364
0.2586941686488144,-0.026025508776942728
0.2578695044219227,-0.03321624134654581
0.2568361437945797,-0.040437547412399
0.254092642170757,-0.05510834051832467
0.2524800537608171,-0.062079162791833196
0.2507039179168712,-0.0689024349434086
0.24879327463882658,-0.07551096936531462
0.24677128174072185,-0.08187755802441432
0.24180196567100323,-0.09492122911432858
0.2357581944175248,-0.10740147567168878
0.22999224332229665,-0.11717179255597648
0.2266288243365666,-0.12082186390255083
0.22822757980484118,-0.11418751423025925
0.23060269362268979,-0.10450681223993928
0.23158629393752814,-0.09955370532787623
0.23131163573440314,-0.09974962817943879
0.23103697753127825,-0.10002398120678253
0.23076231932815314,-0.10029833423412624
0.23048766112502825,-0.10057268726146998
0.23021300292190314,-0.10084704028881367
0.22993834471877814,-0.10112139331615748
0.22966368651565314,-0.10139574634350117
0.22938902831252825,-0.10167009937084498
0.22911437010940314,-0.10194445239818867
0.22883971190627814,-0.10221880542553248
0.22856505370315314,-0.10249315845287617
0.22829039550002825,-0.10276751148021993
0.22801573729690314,-0.10304186450756367
0.22774107909377814,-0.10331621753490743
0.22746642089065314,-0.10374743091381361
0.22719176268752814,-0.10417864429271986
0.22691710448440314,-0.10460985767162612
0.22664244628127825,-0.10504107105053243
0.22628935790237187,-0.10547228442943868
0.22585783934768439,-0.10590349780834492
0.22534789061721563,-0.10633471118725117
0.22483794188674688,-0.10676592456615742
0.22417113280471573,-0.10719713794506362
0.2235043237226844,-0.10762835132396992
0.22283751464065313,-0.10805956470287623
0.22217070555862187,-0.10841234790600128
0.22150389647659063,-0.10876513110912617
0.2209155175703405,-0.10903948413646992
0.22024870848830938,-0.10931383716381372
0.2196603295820594,-0.10950976001537623
0.21907195067580926,-0.10970568286693873
0.21848357176955938,-0.10982317554271992
0.21789519286330938,-0.10978380786693867
0.21730681395705936,-0.10974444019115742
0.21671843505080937,-0.10954821216381373
0.21613005614455938,-0.10927355396068873
0.2155416772383094,-0.10876360523021993
0.21495329833205948,-0.10817522632396998
0.21436491942580937,-0.10742998706615742
0.2137765405195595,-0.10652788745678236
0.21318816161330936,-0.10546892749584492
0.212442922355497,-0.10425310718334492
0.21130553221877812,-0.10264513599193872
0.20938384032424687,-0.10033129321850118
0.2070699975508095,-0.09746843921459493
0.20428557372268438,-0.09421343433178242
0.20095213866409073,-0.09064470874584497
0.19722655272659073,-0.08699755298412618
0.19350096678909062,-0.08335039722240736
0.18977538085159062,-0.07986010181225117
0.18604979491409063,-0.07652666675365742
0.18232420897659074,-0.07335009204662617
0.17867705321487187,-0.07072252857006367
0.17565733885940313,-0.06919298755443862
0.17350035643752812,-0.06876146899975118
0.17244139647659062,-0.06911425220287618
0.17161772704299688,-0.06954546558178243
0.1708724877851846,-0.07005510913646992
0.17020567870315312,-0.07056475269115742
0.16977416014846575,-0.07107439624584493
0.16934264159377824,-0.07158403980053242
0.16906798339065313,-0.07209368335521987
0.16879332518752824,-0.07260332690990737
0.16851866698440324,-0.07295611011303237
0.16824400878127824,-0.07323046314037612
0.16804778075393437,-0.07350481616771987
0.16785155272659075,-0.07370073901928242
0.16765532469924688,-0.07389666187084487
0.16738066649612177,-0.07409258472240737
0.16710600829299677,-0.07436693774975112
0.16683135008987188,-0.07464129077709486
0.16655669188674688,-0.07491564380443862
0.16628203368362188,-0.07518999683178243
0.16600737548049688,-0.07546434985912612
0.16573271727737188,-0.0757387028864698
0.16545805907424688,-0.07601305591381362
0.16518340087112188,-0.0762874089411573
0.16490874266799688,-0.07664019214428236
0.16463408446487188,-0.07691454517162606
0.16443785643752812,-0.07718889819896986
0.1642416284101844,-0.07714953052318856
