x_pos,y_pos,angle1,angle2,angle3
0.2294292047137618,-0.0130733614121487,-5.0,5.0,-5.0
0.22772116295183117,-0.026047226650039532,-10.0,10.0,-10.0
0.2248888739433603,-0.038822856765378104,-15.0,15.0,-15.0
0.2209538931178863,-0.051303021498850285,-20.0,20.0,-20.0
0.21594616805549754,-0.0633927392611049,-25.0,25.0,-25.0
0.2099038105676658,-0.075,-30.0,30.0,-30.0
0.20287280664334878,-0.08603646545265696,-35.0,35.0,-35.0
0.19632005631351068,-0.09350669561007635,-39.147243937916244,40.0,-40.0
0.20141856788582527,-0.0728088130606476,-35.18882755190923,45.0,-45.0
0.20492110674230435,-0.048314000496605614,-30.188827551909228,50.0,-50.0
0.2051499913933858,-0.024068973881718306,-25.188827551909228,55.0,-55.0
0.19906941317504004,-0.035656258050238136,-30.188827551909228,60.0,-60.0
0.19200207503445643,-0.0466694917932449,-35.18882755190923,65.0,-65.0
0.18400176368226004,-0.05702485775198187,-40.18882755190923,70.0,-70.0
0.17795179805529482,-0.0586925434050022,-42.6087869364694,75.0,-75.0
0.17408673853748383,-0.05254867961602895,-42.47072654840776,80.0,-80.0
0.1702399406483438,-0.044834143618365144,-41.67141034830538,85.0,-85.0
0.1675326873734641,-0.034739608773341216,-40.5087346349451,90.0,-87.23677919082992
0.16637334244413204,-0.020768794921019094,-39.12023188749907,95.0,-84.43828124566066
0.16336499946799735,-0.0068083691073341016,-37.53323858142664,100.0,-82.13131491361275
0.1586167720269185,0.006592926844674594,-35.87787232299295,105.0,-80.13152525598707
0.15226441375295996,0.01932850396176002,-34.13865244830038,110.0,-78.30098640965971
0.14445510511747284,0.030960702529152968,-32.36691275256164,115.0,-76.71539431679938
0.13538555222387605,0.04135217787525249,-30.601286316683435,120.0,-75.20191953551833
0.12722412109375011,0.04963592529296875,-28.838582839943747,123.8256843875307,-73.67407961885355
0.12875335693359374,0.05336151123046875,-27.077373879257355,121.72059145420273,-72.13177615457326
0.1302825927734375,0.05708709716796875,-25.316196199887496,119.55279475698876,-70.57457490949375
0.13181182861328114,0.06081268310546875,-23.553528487696084,117.32196718323513,-69.00173610205059
0.1333410644531251,0.0645382690429687,-21.787768971848596,115.02740203427007,-67.4122353145755
0.13487030029296876,0.06826385498046875,-20.01721299017251,112.66798789572739,-65.80477530830618
0.13647796630859363,0.07198944091796869,-18.235162733071093,110.18697687261223,-64.14104954046515
0.13855621337890625,0.07571502685546876,-16.410524425067248,107.30313555268981,-62.23789932637253
0.1407128906249999,0.07936218261718744,-14.595637507631057,104.31686754236796,-60.29819706038633
0.14302642822265624,0.08293090820312495,-12.778273029655082,101.16781022502265,-58.28312471159629
0.1456536865234375,0.0864996337890625,-10.898154465664641,97.69740155215551,-56.094360278590926
0.148359375,0.0899899291992187,-9.002620786085753,94.09714806391835,-53.85490137161188
0.1512219238281251,0.093480224609375,-7.036905475712073,90.25650281946582,-51.49665756398824
0.15416290283203124,0.09689208984374995,-5.03493741080857,86.25175316704929,-49.06726629140062
0.15718231201171876,0.10014709472656244,-3.0218934672872857,82.10330503217794,-46.57858072392608
0.16035858154296875,0.103402099609375,-0.8945704125491114,77.63475786780322,-43.925536204084224
0.16353485107421875,0.10665710449218745,1.3392681422681758,72.93538769900078,-41.162345222765325
0.1666907776955926,0.10997603027203365,3.7204696762756244,67.93538769900078,-38.216800524342936
0.16937177899347466,0.1134958851256531,6.201696871363456,62.935387699000785,-35.16673364741606
0.17139448872848925,0.11745212521652956,8.837997630650547,57.935387699000785,-31.922923903311286
0.17255657663920396,0.12207371623950587,11.687163267359345,52.935387699000785,-28.413577352827055
0.17253130201848502,0.12769969013846588,14.832429319913809,47.935387699000785,-24.498932244815542
0.17043638377419462,0.13524061063074952,18.528215398796437,42.935387699000785,-19.885003809083486
0.16516066464560594,0.14551420262084017,23.179374303143337,37.935387699000785,-14.885003809083486
0.15810184306788755,0.15625363400227804,28.179374303143337,32.935387699000785,-9.885003809083486
0.15013387931865224,0.16633698176745737,33.179374303143334,27.935387699000785,-4.885003809083486
0.1513190426004128,0.16717390563410142,34.86645762684133,22.935387699000785,-1.7747380394056953e-06
0.1604057450801638,0.16095499712408082,34.95105432094586,17.935387699000785,-6.707879276211755e-07
0.16891371045903542,0.15397519155508171,35.03624252411255,12.935387699000785,-6.707879276211755e-07
0.17680343041649793,0.14625860999619747,35.11282963206003,7.935387699000785,-6.707879276211755e-07
0.183865712720632,0.1380553714373897,35.241840985114415,2.935387699000785,-6.707879276211755e-07
0.18750247081738486,0.133202190062235,35.390073955854234,1.2074182697257333e-06,-6.707879276211755e-07
0.18713734872321947,0.13371466902641652,35.54682556877474,3.1945284701301985e-06,-1.7747380394056953e-06
0.18681902916553395,0.13415904867599265,35.68299776999826,1.2074182697257333e-06,-6.707879276211755e-07
0.18651034925902377,0.1345878509349078,35.814616390429954,1.2074182697257333e-06,-6.707879276211755e-07
0.18600255235918575,0.1352887671459398,36.03022947992298,3.1945284701301985e-06,-1.7747380394056953e-06
0.18576646584247533,0.1356127581328409,36.13009512072203,1.2074182697257333e-06,-6.707879276211755e-07
0.1855672507304647,0.135885228985114,36.21417812410717,1.2074182697257333e-06,-6.707879276211755e-07
0.18537102270312084,0.1360814570124577,35.17250915388113,2.4975523949531846,-1.3875508118573572
0.1851747946757771,0.136120824688239,34.04632160469338,5.114782648606732,-2.841732436714473
0.18497856664843346,0.13608176218823906,33.10707025146849,7.27646410728217,-4.043017530753954
0.1847823386210896,0.1358858393366765,32.03413661932153,9.6688507957294,-5.3728463182089925
0.18458611059374586,0.1356114863093328,31.030275192674164,11.870994585371786,-6.59733691151394
0.18446831274218334,0.13525870310620774,30.194246866816943,13.633858493545178,-7.57791545627944
0.1844289450664021,0.13490591990308268,29.5752700518103,14.881592940132974,-8.27217267011121
0.18438957739062084,0.13455313669995775,28.999657834100518,16.031651945768544,-8.912256806166994
0.1843502097148397,0.13412192332105144,28.354547116038017,17.30266840101744,-9.619873871262422
0.18431084203905834,0.13369070994214524,27.748634803776323,18.485278648351382,-10.278488063537553
0.1842714743632772,0.13325949656323893,27.174800555930457,19.595486791276695,-10.896983580868847
0.18423210668749573,0.13274985300855144,26.539052539555584,20.80932118172455,-11.57344966352029
0.1841927390117147,0.13224020945386394,25.933612000674987,21.954602530743415,-12.21195643329595
0.18407494116015222,0.13173056589917645,25.27483886910312,23.246553777827224,-12.932537200640878
0.18387871313280835,0.131220922344489,24.57256118059621,24.663201153018576,-13.723061071642908
0.1836824851054646,0.13071127878980143,23.904429844194507,26.002807606961593,-14.470998289653725
0.1834078269023397,0.130201635235114,23.200027752737924,27.45107664709886,-15.28007502678871
0.1831331686992147,0.1296135615046452,22.459610405811095,28.94446262312728,-16.114900407377487
0.18262321996874584,0.1290254877741765,21.57940408469388,30.83464671228717,-17.17238825500111
0.1819564108867146,0.12835898386792643,20.57970044288399,33.013586741491224,-18.392686771028195
0.18097588110155835,0.12753561961011395,19.329883344230858,35.79594015866761,-19.953065078939737
0.1798384909648397,0.1266338251765202,18.02620258777877,38.72221316717163,-21.597006768496268
0.17870110082812085,0.1256536005671452,16.759420886771334,41.53217153679723,-23.178639570256767
0.17756371069140198,0.12467337595777024,15.569777766703513,44.17125133558283,-24.66706207997829
0.17642632055468335,0.12369315134839524,14.44431817641599,46.66850610168876,-26.07838376785081
0.17528893041796448,0.12263449656323894,13.325887939685295,49.11553852876192,-27.46427248283809
0.17415154028124574,0.12149741160230144,12.210848272496893,51.51990020773115,-28.829063452309747
0.17332787084765197,0.12020346628980144,11.161014648649004,53.583396267120364,-30.002971534437073
0.1728963522929646,0.11883109080152018,10.230760129077652,55.18669188740638,-30.916839807992403
0.1726216940898395,0.11745871531323894,9.37093469128126,56.56679530460713,-31.70479028655754
0.1723470358867146,0.11608633982495775,8.52528531737404,57.91067388517497,-32.4732659995762
0.1720723776835895,0.1147139643366765,7.692731482100883,59.22068493972497,-33.223568840954734
0.1717977194804646,0.1133415888483953,6.872311271049948,60.498919972625124,-33.95685352291651
0.17152306127733938,0.11196921336011399,6.0631638275920725,61.74724401670957,-34.674149344182595
0.1712484030742145,0.110675268047614,5.305359860012083,62.914657418366815,-35.3460388865116
0.1709737448710895,0.10953818308667655,4.637409196947564,63.95469664468684,-35.945534568859955
0.17062065649218333,0.10847952830152024,3.994758767843166,65.0050774579381,-36.55189501075414
0.17003227758593334,0.10757773386792638,3.3748460953606583,66.17417724349076,-37.227892459028396
0.16928703832812084,0.106754369610114,2.7613202955631295,67.43014664762183,-37.95546063980295
0.16830650854296447,0.10600943552808269,2.1366885983126607,68.8456424320218,-38.77717080891217
0.16724754858202698,0.10534293162183275,1.543802697087489,70.2638488705083,-39.60237067775478
0.16611015844530824,0.104754857891364,0.9833136967467657,71.68485330526094,-40.431206735982244
0.1649727683085896,0.10416678416089525,0.43521298747825254,73.08203375902997,-41.248192818475964
0.16367851782030823,0.10357871043042649,-0.13476048463499993,74.59839023183072,-42.13726520022115
0.162384267332027,0.10306906687573894,-0.6527968478785239,76.04480518881682,-42.98776330664209
0.16101158666796447,0.1025594233210515,-1.1731393648031256,77.53653296249425,-43.86751207247962
0.159638906003902,0.10212820994214525,-1.6420439049546034,78.9612558119736,-44.71033038952694
0.15818779516405834,0.10169699656323894,-2.1117806847967096,80.4305113293227,-45.58226331417778
0.1567366843242146,0.10126578318433274,-2.5674788856402673,81.87720422908889,-46.44368418403656
0.15528557348437072,0.1009129999812078,-2.9725004243275066,83.2608765247158,-47.27037687014885
